date,spy_adj_close,aapl_adj_close
2020-06-03,310.812225341797,325.119995117188
2020-06-04,309.995819091797,322.320007324219
2020-06-05,317.940887451172,331.5
2020-06-08,321.783966064453,333.459991455078
2020-06-09,319.384521484375,343.989990234375
2020-06-10,317.602355957031,352.839996337891
2020-06-11,299.292938232422,335.899993896484
2020-06-12,302.877166748047,338.799987792969
2020-06-15,305.704711914063,342.989990234375
2020-06-16,311.588806152344,352.079986572266
2020-06-17,310.294525146484,351.589996337891
2020-06-18,310.414001464844,351.730010986328
2020-06-19,308.640014648437,349.720001220703
2020-06-22,310.619995117188,358.869995117188
2020-06-23,312.049987792969,366.529998779297
2020-06-24,304.089996337891,360.059997558594
2020-06-25,307.350006103516,364.839996337891
2020-06-26,300.049987792969,353.630004882812
2020-06-29,304.459991455078,361.779998779297
2020-06-30,308.359985351562,364.799987792969
2020-07-01,310.519989013672,364.109985351562
2020-07-02,312.230010986328,364.109985351562
2020-07-06,317.049987792969,373.850006103516
2020-07-07,313.779998779297,372.690002441406
2020-07-08,316.179992675781,381.369995117188
2020-07-09,314.380004882812,383.010009765625
2020-07-10,317.589996337891,383.679992675781
2020-07-13,314.839996337891,381.910003662109
2020-07-14,318.920013427734,388.230010986328
2020-07-15,321.850006103516,390.899993896484
